"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
19101,"Morera","27/07/2011 09:19","Alto (> 8 mts)",160,"Grande",-68.8413,-32.87072,4,"Cuarta Oeste",1173333,1
19107,"Morera","27/07/2011 09:05","Alto (> 8 mts)",130,"Grande",-68.84102,-32.87092,4,"Cuarta Oeste",1173333,0
19108,"Morera","27/07/2011 09:03","Alto (> 8 mts)",120,"Grande",-68.84104,-32.87097,4,"Cuarta Oeste",1173333,0
19109,"Morera","27/07/2011 09:02","Medio (4 - 8 mts)",80,"Grande",-68.84105,-32.87102,4,"Cuarta Oeste",1173333,0
19111,"Morera","27/07/2011 08:59","Alto (> 8 mts)",180,"Grande",-68.84108,-32.87115,4,"Cuarta Oeste",1173333,0
19113,"Fresno europeo","27/07/2011 08:55","Bajo (2 - 4 mts)",25,"Mediano",-68.84115,-32.87142,4,"Cuarta Oeste",1173333,0
19114,"Morera","27/07/2011 08:54","Alto (> 8 mts)",160,"Grande",-68.84117,-32.87149,4,"Cuarta Oeste",1173333,1
19115,"Morera","27/07/2011 08:53","Alto (> 8 mts)",180,"Grande",-68.84119,-32.87153,4,"Cuarta Oeste",1173333,0
19116,"Caducifolio","27/07/2011 08:50","Muy bajo (1 - 2 mts)",8,"Chico",-68.84121,-32.87161,4,"Cuarta Oeste",1173333,0
19117,"Morera","27/07/2011 08:49","Alto (> 8 mts)",125,"Grande",-68.84123,-32.87167,4,"Cuarta Oeste",1173333,1
19118,"Morera","27/07/2011 08:48","Medio (4 - 8 mts)",100,"Grande",-68.84123,-32.87171,4,"Cuarta Oeste",1173333,0
19120,"Morera","26/07/2011 12:30","Alto (> 8 mts)",155,"Grande",-68.84131,-32.87174,4,"Cuarta Oeste",1173333,0
19122,"Morera","26/07/2011 12:26","Alto (> 8 mts)",150,"Grande",-68.84145,-32.87172,4,"Cuarta Oeste",1173333,1
19124,"Morera","26/07/2011 12:23","Alto (> 8 mts)",200,"Grande",-68.8416,-32.87169,4,"Cuarta Oeste",1173333,1
19125,"Morera","26/07/2011 12:22","Alto (> 8 mts)",240,"Grande",-68.84176,-32.87165,4,"Cuarta Oeste",1173333,1
19127,"Ailanthus","26/07/2011 11:41","Alto (> 8 mts)",140,"Grande",-68.84193,-32.87161,4,"Cuarta Oeste",1173333,0
19128,"Morera","20/07/2011 10:58","Alto (> 8 mts)",122,"Grande",-68.84109,-32.8719,4,"Cuarta Oeste",1173333,0
19129,"Morera","20/07/2011 10:57","Alto (> 8 mts)",145,"Grande",-68.84103,-32.87191,4,"Cuarta Oeste",1173333,1
19131,"Prunas","20/07/2011 10:54","Bajo (2 - 4 mts)",35,"Mediano",-68.84092,-32.87194,4,"Cuarta Oeste",1173333,0
19136,"Morera","20/07/2011 10:41","Alto (> 8 mts)",180,"Grande",-68.84059,-32.872,4,"Cuarta Oeste",1173333,0
19139,"Morera","20/07/2011 10:37","Alto (> 8 mts)",190,"Grande",-68.84035,-32.87204,4,"Cuarta Oeste",1173333,0
19141,"Morera","20/07/2011 10:34","Alto (> 8 mts)",100,"Grande",-68.8402,-32.87207,4,"Cuarta Oeste",1173333,1
19142,"Morera","20/07/2011 10:32","Alto (> 8 mts)",160,"Grande",-68.84015,-32.87208,4,"Cuarta Oeste",1173333,0
19145,"Morera","20/07/2011 10:23","Alto (> 8 mts)",134,"Grande",-68.83996,-32.87212,4,"Cuarta Oeste",1173333,0
19147,"Morera","20/07/2011 10:19","Medio (4 - 8 mts)",54,"Mediano",-68.83987,-32.87228,4,"Cuarta Oeste",1173333,0
19148,"Morera","20/07/2011 10:17","Alto (> 8 mts)",115,"Grande",-68.83988,-32.87235,4,"Cuarta Oeste",1173333,0
19151,"Morera","20/07/2011 10:11","Alto (> 8 mts)",134,"Grande",-68.83993,-32.87258,4,"Cuarta Oeste",1173333,1
19153,"Morera","20/07/2011 10:03","Alto (> 8 mts)",145,"Grande",-68.83995,-32.8727,4,"Cuarta Oeste",1173333,0
19156,"Morera","20/07/2011 09:59","Alto (> 8 mts)",130,"Grande",-68.83997,-32.87284,4,"Cuarta Oeste",1173333,0
19157,"Olmo comun","20/07/2011 09:57","Medio (4 - 8 mts)",83,"Grande",-68.83999,-32.87289,4,"Cuarta Oeste",1173333,0
19158,"Olmo comun","20/07/2011 09:55","Medio (4 - 8 mts)",74,"Grande",-68.84,-32.87293,4,"Cuarta Oeste",1173333,0
19159,"Olmo comun","20/07/2011 09:54","Alto (> 8 mts)",104,"Grande",-68.84002,-32.87298,4,"Cuarta Oeste",1173333,0
19162,"Morera","18/07/2011 11:02","Alto (> 8 mts)",122,"Grande",-68.8401,-32.87319,4,"Cuarta Oeste",1173333,0
19165,"Morera","18/07/2011 10:54","Alto (> 8 mts)",125,"Grande",-68.8403,-32.8733,4,"Cuarta Oeste",1173333,0
19169,"Morera","18/07/2011 10:33","Alto (> 8 mts)",125,"Grande",-68.84057,-32.87323,4,"Cuarta Oeste",1173333,1
19170,"Morera","18/07/2011 10:30","Alto (> 8 mts)",140,"Grande",-68.84065,-32.87319,4,"Cuarta Oeste",1173333,0
19171,"Morera","18/07/2011 10:29","Alto (> 8 mts)",135,"Grande",-68.84071,-32.87316,4,"Cuarta Oeste",1173333,0
19172,"Morera","18/07/2011 10:27","Alto (> 8 mts)",150,"Grande",-68.84077,-32.87313,4,"Cuarta Oeste",1173333,0
19175,"Morera","18/07/2011 10:17","Alto (> 8 mts)",110,"Grande",-68.84102,-32.873,4,"Cuarta Oeste",1173333,0
19176,"Morera","18/07/2011 10:15","Alto (> 8 mts)",102,"Grande",-68.84111,-32.87297,4,"Cuarta Oeste",1173333,0
19177,"Morera","18/07/2011 10:14","Alto (> 8 mts)",107,"Grande",-68.84117,-32.87295,4,"Cuarta Oeste",1173333,1
19179,"Morera","18/07/2011 10:05","Alto (> 8 mts)",87,"Grande",-68.84133,-32.87289,4,"Cuarta Oeste",1173333,0
19180,"Morera","18/07/2011 10:02","Alto (> 8 mts)",165,"Grande",-68.84121,-32.87217,4,"Cuarta Oeste",1173333,0
19181,"Morera","18/07/2011 10:00","Medio (4 - 8 mts)",87,"Grande",-68.84119,-32.8721,4,"Cuarta Oeste",1173333,0
19183,"Morera","18/07/2011 09:55","Alto (> 8 mts)",113,"Grande",-68.84116,-32.87194,4,"Cuarta Oeste",1173333,1
19185,"Morera","18/07/2011 09:50","Medio (4 - 8 mts)",84,"Grande",-68.84125,-32.87237,4,"Cuarta Oeste",1173333,0
19186,"Tipa","18/07/2011 09:47","Alto (> 8 mts)",158,"Grande",-68.84126,-32.87242,4,"Cuarta Oeste",1173333,1
19187,"Morera","18/07/2011 09:45","Alto (> 8 mts)",102,"Grande",-68.84127,-32.87248,4,"Cuarta Oeste",1173333,0
19188,"Morera","18/07/2011 09:43","Alto (> 8 mts)",104,"Grande",-68.84128,-32.87251,4,"Cuarta Oeste",1173333,0
19189,"Paraiso","18/07/2011 09:41","Alto (> 8 mts)",130,"Grande",-68.8413,-32.87261,4,"Cuarta Oeste",1173333,0
19190,"Paraiso","18/07/2011 09:40","Medio (4 - 8 mts)",110,"Grande",-68.84131,-32.87266,4,"Cuarta Oeste",1173333,0
19191,"Paraiso","18/07/2011 09:39","Alto (> 8 mts)",100,"Grande",-68.84132,-32.87269,4,"Cuarta Oeste",1173333,0
19192,"Paraiso","18/07/2011 09:36","Medio (4 - 8 mts)",100,"Grande",-68.84134,-32.87277,4,"Cuarta Oeste",1173333,0
19193,"Morera","06/07/2011 10:07","Alto (> 8 mts)",155,"Grande",-68.83966,-32.87275,4,"Cuarta Oeste",1173333,0
19194,"Paraiso","06/07/2011 10:04","Alto (> 8 mts)",53,"Mediano",-68.8396,-32.87276,4,"Cuarta Oeste",1173333,1
19200,"Morera","06/07/2011 09:51","Alto (> 8 mts)",123,"Grande",-68.8392,-32.87284,4,"Cuarta Oeste",1173333,1
19201,"Morera","06/07/2011 09:49","Muy bajo (1 - 2 mts)",14,"Chico",-68.83915,-32.87285,4,"Cuarta Oeste",1173333,0
19203,"Paraiso","06/07/2011 09:43","Alto (> 8 mts)",115,"Grande",-68.83908,-32.87286,4,"Cuarta Oeste",1173333,1
19206,"Paraiso","06/07/2011 09:37","Alto (> 8 mts)",165,"Grande",-68.83898,-32.87288,4,"Cuarta Oeste",1173333,0
19209,"Paraiso","06/07/2011 09:31","Alto (> 8 mts)",160,"Grande",-68.83878,-32.87285,4,"Cuarta Oeste",1173333,0
19210,"Paraiso","06/07/2011 09:29","Medio (4 - 8 mts)",105,"Grande",-68.83877,-32.8728,4,"Cuarta Oeste",1173333,0
19211,"Fresno europeo","06/07/2011 09:27","Medio (4 - 8 mts)",77,"Grande",-68.83875,-32.87275,4,"Cuarta Oeste",1173333,0
19212,"Morera","06/07/2011 09:25","Medio (4 - 8 mts)",69,"Grande",-68.83874,-32.87269,4,"Cuarta Oeste",1173333,1
19213,"Morera","06/07/2011 09:23","Alto (> 8 mts)",180,"Grande",-68.83872,-32.87262,4,"Cuarta Oeste",1173333,0
19215,"Morera","06/07/2011 09:19","Alto (> 8 mts)",128,"Grande",-68.83869,-32.87251,4,"Cuarta Oeste",1173333,0
19216,"Morera","06/07/2011 09:17","Alto (> 8 mts)",110,"Grande",-68.83868,-32.87246,4,"Cuarta Oeste",1173333,1
19217,"Morera","06/07/2011 09:15","Alto (> 8 mts)",180,"Grande",-68.83867,-32.87241,4,"Cuarta Oeste",1173333,0
19221,"Morera","05/07/2011 12:42","Alto (> 8 mts)",148,"Grande",-68.83905,-32.8723,4,"Cuarta Oeste",1173333,0
19222,"Morera","05/07/2011 12:39","Alto (> 8 mts)",150,"Grande",-68.83923,-32.87226,4,"Cuarta Oeste",1173333,0
19224,"Morera","05/07/2011 12:36","Alto (> 8 mts)",180,"Grande",-68.83938,-32.87223,4,"Cuarta Oeste",1173333,0
19225,"Olmo comun","05/07/2011 12:34","Medio (4 - 8 mts)",63,"Grande",-68.83942,-32.87223,4,"Cuarta Oeste",1173333,0
19226,"Morera","05/07/2011 12:33","Alto (> 8 mts)",128,"Grande",-68.83951,-32.8722,4,"Cuarta Oeste",1173333,0
19227,"Morera","05/07/2011 12:29","Alto (> 8 mts)",112,"Grande",-68.83959,-32.87219,4,"Cuarta Oeste",1173333,0
19228,"Jacarand","05/07/2011 12:26","Bajo (2 - 4 mts)",26,"Mediano",-68.83962,-32.87227,4,"Cuarta Oeste",1173333,0
19229,"Morera","05/07/2011 12:23","Alto (> 8 mts)",128,"Grande",-68.83964,-32.87242,4,"Cuarta Oeste",1173333,0
19230,"Morera","05/07/2011 12:21","Alto (> 8 mts)",185,"Grande",-68.83966,-32.87253,4,"Cuarta Oeste",1173333,0
19232,"Paraiso","05/07/2011 12:19","Medio (4 - 8 mts)",88,"Grande",-68.83969,-32.87266,4,"Cuarta Oeste",1173333,1
19233,"Paraiso","05/07/2011 12:17","Medio (4 - 8 mts)",36,"Mediano",-68.8397,-32.87271,4,"Cuarta Oeste",1173333,0
19237,"Pltano","03/08/2011 12:53","Alto (> 8 mts)",300,"Grande",-68.83703,-32.86991,4,"Cuarta Oeste",1173333,0
19241,"Olmo comun","03/08/2011 12:47","Medio (4 - 8 mts)",53,"Mediano",-68.83735,-32.86992,4,"Cuarta Oeste",1173333,0
19242,"Pltano","03/08/2011 12:46","Alto (> 8 mts)",300,"Grande",-68.83744,-32.86992,4,"Cuarta Oeste",1173333,0
19243,"Morera","03/08/2011 12:43","Alto (> 8 mts)",207,"Grande",-68.83758,-32.86993,4,"Cuarta Oeste",1173333,0
19244,"Pltano","03/08/2011 12:42","Alto (> 8 mts)",317,"Grande",-68.83765,-32.86993,4,"Cuarta Oeste",1173333,0
19245,"Pltano","03/08/2011 12:41","Alto (> 8 mts)",320,"Grande",-68.83781,-32.86994,4,"Cuarta Oeste",1173333,0
19247,"Morera","03/08/2011 12:38","Alto (> 8 mts)",200,"Grande",-68.8379,-32.87004,4,"Cuarta Oeste",1173333,0
19249,"Morera","03/08/2011 12:36","Alto (> 8 mts)",160,"Grande",-68.83793,-32.87015,4,"Cuarta Oeste",1173333,0
19253,"Morera","03/08/2011 12:31","Alto (> 8 mts)",130,"Grande",-68.83798,-32.87035,4,"Cuarta Oeste",1173333,0
19254,"Morera","03/08/2011 12:29","Alto (> 8 mts)",110,"Grande",-68.838,-32.87043,4,"Cuarta Oeste",1173333,0
19255,"Pltano","03/08/2011 12:26","Medio (4 - 8 mts)",40,"Mediano",-68.83793,-32.87051,4,"Cuarta Oeste",1173333,0
19256,"Morera","03/08/2011 12:25","Alto (> 8 mts)",180,"Grande",-68.83788,-32.87051,4,"Cuarta Oeste",1173333,0
19258,"Ailanthus","03/08/2011 12:23","Medio (4 - 8 mts)",20,"Chico",-68.83775,-32.8705,4,"Cuarta Oeste",1173333,0
19261,"Pltano","03/08/2011 12:18","Alto (> 8 mts)",300,"Grande",-68.83748,-32.87048,4,"Cuarta Oeste",1173333,0
19264,"Morera","03/08/2011 11:16","Medio (4 - 8 mts)",125,"Grande",-68.83715,-32.87046,4,"Cuarta Oeste",1173333,0
19266,"Fresno americano","03/08/2011 11:14","Medio (4 - 8 mts)",40,"Mediano",-68.83702,-32.87045,4,"Cuarta Oeste",1173333,0
19268,"Pltano","02/08/2011 10:48","Alto (> 8 mts)",200,"Grande",-68.83693,-32.87044,4,"Cuarta Oeste",1173333,0
19269,"Morera","02/08/2011 10:44","Alto (> 8 mts)",140,"Grande",-68.83682,-32.87032,4,"Cuarta Oeste",1173333,0
19272,"Morera","02/08/2011 10:38","Medio (4 - 8 mts)",120,"Grande",-68.83677,-32.87014,4,"Cuarta Oeste",1173333,0
19274,"Fresno americano","02/08/2011 10:36","Medio (4 - 8 mts)",160,"Grande",-68.83674,-32.87002,4,"Cuarta Oeste",1173333,0
19275,"Fresno americano","02/08/2011 10:34","Medio (4 - 8 mts)",93,"Grande",-68.83673,-32.86996,4,"Cuarta Oeste",1173333,0
19276,"Pltano","13/07/2011 22:00","Alto (> 8 mts)",300,"Grande",-68.83667,-32.87043,4,"Cuarta Oeste",1173333,0
19277,"Morera","13/07/2011 21:58","Medio (4 - 8 mts)",150,"Grande",-68.83669,-32.8704,4,"Cuarta Oeste",1173333,0
19278,"Morera","13/07/2011 21:56","Alto (> 8 mts)",168,"Grande",-68.83668,-32.87036,4,"Cuarta Oeste",1173333,0
19279,"Morera","13/07/2011 21:49","Alto (> 8 mts)",160,"Grande",-68.83665,-32.87021,4,"Cuarta Oeste",1173333,0
19280,"Morera","13/07/2011 21:46","Alto (> 8 mts)",200,"Grande",-68.83663,-32.87014,4,"Cuarta Oeste",1173333,0
19281,"Morera","13/07/2011 21:41","Alto (> 8 mts)",220,"Grande",-68.83662,-32.8701,4,"Cuarta Oeste",1173333,0
19282,"Morera","13/07/2011 21:32","Alto (> 8 mts)",180,"Grande",-68.8366,-32.87,4,"Cuarta Oeste",1173333,0
19283,"Morera","13/07/2011 21:27","Alto (> 8 mts)",200,"Grande",-68.83641,-32.86989,4,"Cuarta Oeste",1173333,0
19286,"Morera","13/07/2011 21:09","Alto (> 8 mts)",220,"Grande",-68.83607,-32.86987,4,"Cuarta Oeste",1173333,0
19288,"Perenne","13/07/2011 21:04","Muy bajo (1 - 2 mts)",10,"Chico",-68.83592,-32.86987,4,"Cuarta Oeste",1173333,0
19289,"Morera","13/07/2011 21:00","Alto (> 8 mts)",96,"Grande",-68.83582,-32.86986,4,"Cuarta Oeste",1173333,0
19290,"Morera","13/07/2011 20:57","Alto (> 8 mts)",70,"Grande",-68.83575,-32.86986,4,"Cuarta Oeste",1173333,0
19292,"Morera","13/07/2011 20:50","Alto (> 8 mts)",220,"Grande",-68.83562,-32.86986,4,"Cuarta Oeste",1173333,0
19300,"Morera","13/07/2011 20:29","Medio (4 - 8 mts)",80,"Grande",-68.83552,-32.87028,4,"Cuarta Oeste",1173333,0
19301,"Morera","13/07/2011 20:27","Alto (> 8 mts)",160,"Grande",-68.83553,-32.87032,4,"Cuarta Oeste",1173333,0
19302,"Morera","13/07/2011 20:25","Alto (> 8 mts)",180,"Grande",-68.83554,-32.87036,4,"Cuarta Oeste",1173333,1
19303,"Morera","13/07/2011 10:21","Alto (> 8 mts)",140,"Grande",-68.83559,-32.87042,4,"Cuarta Oeste",1173333,0
19307,"Morera","13/07/2011 10:09","Alto (> 8 mts)",160,"Grande",-68.83584,-32.87042,4,"Cuarta Oeste",1173333,0
19309,"Morera","13/07/2011 10:05","Alto (> 8 mts)",110,"Grande",-68.83598,-32.87042,4,"Cuarta Oeste",1173333,1
19310,"Morera","13/07/2011 10:02","Alto (> 8 mts)",140,"Grande",-68.83604,-32.87043,4,"Cuarta Oeste",1173333,0
19312,"Perenne","13/07/2011 09:56","Muy bajo (1 - 2 mts)",200,"Grande",-68.83616,-32.87043,4,"Cuarta Oeste",1173333,0
19313,"Morera","13/07/2011 09:53","Alto (> 8 mts)",210,"Grande",-68.83621,-32.87043,4,"Cuarta Oeste",1173333,0
19314,"Fresno europeo","13/07/2011 09:46","Medio (4 - 8 mts)",59,"Mediano",-68.83638,-32.87043,4,"Cuarta Oeste",1173333,0
19315,"Morera","13/07/2011 09:43","Alto (> 8 mts)",45,"Mediano",-68.83642,-32.87043,4,"Cuarta Oeste",1173333,0
19316,"Morera","12/07/2011 20:37","Alto (> 8 mts)",110,"Grande",-68.8365,-32.87043,4,"Cuarta Oeste",1173333,0
19317,"Morera","12/07/2011 20:34","Alto (> 8 mts)",116,"Grande",-68.83654,-32.87043,4,"Cuarta Oeste",1173333,1
19320,"Morera","21/07/2011 10:06","Muy bajo (1 - 2 mts)",2,"Chico",-68.83579,-32.87129,4,"Cuarta Oeste",1173333,0
19322,"Morera","21/07/2011 09:59","Alto (> 8 mts)",198,"Grande",-68.83575,-32.87117,4,"Cuarta Oeste",1173333,0
19323,"Morera","21/07/2011 09:53","Alto (> 8 mts)",210,"Grande",-68.83574,-32.87112,4,"Cuarta Oeste",1173333,0
19325,"Morera","19/07/2011 14:00","Alto (> 8 mts)",190,"Grande",-68.83572,-32.87102,4,"Cuarta Oeste",1173333,0
19326,"Morera","19/07/2011 13:48","Alto (> 8 mts)",126,"Grande",-68.8357,-32.87093,4,"Cuarta Oeste",1173333,0
19327,"Morera","19/07/2011 13:47","Alto (> 8 mts)",150,"Grande",-68.83569,-32.87088,4,"Cuarta Oeste",1173333,0
19328,"Morera","19/07/2011 13:39","Alto (> 8 mts)",140,"Grande",-68.83568,-32.87084,4,"Cuarta Oeste",1173333,0
19330,"Morera","19/07/2011 12:55","Alto (> 8 mts)",130,"Grande",-68.83565,-32.87072,4,"Cuarta Oeste",1173333,0
19333,"Morera","19/07/2011 12:26","Alto (> 8 mts)",115,"Grande",-68.83561,-32.87061,4,"Cuarta Oeste",1173333,0
19334,"Morera","19/07/2011 12:19","Alto (> 8 mts)",130,"Grande",-68.83561,-32.87059,4,"Cuarta Oeste",1173333,0
19337,"Morera","19/07/2011 11:51","Medio (4 - 8 mts)",120,"Grande",-68.83584,-32.87052,4,"Cuarta Oeste",1173333,0
19338,"Fresno europeo","19/07/2011 11:36","Alto (> 8 mts)",83,"Grande",-68.83594,-32.87052,4,"Cuarta Oeste",1173333,0
19339,"Morera","19/07/2011 11:24","Alto (> 8 mts)",183,"Grande",-68.83613,-32.87053,4,"Cuarta Oeste",1173333,0
19342,"Morera","19/07/2011 10:55","Alto (> 8 mts)",160,"Grande",-68.8364,-32.87053,4,"Cuarta Oeste",1173333,0
19344,"Fresno europeo","19/07/2011 10:51","Alto (> 8 mts)",63,"Grande",-68.83655,-32.87053,4,"Cuarta Oeste",1173333,0
19348,"Paraiso","19/07/2011 10:07","Medio (4 - 8 mts)",42,"Mediano",-68.83692,-32.87127,4,"Cuarta Oeste",1173333,0
19349,"Morera","19/07/2011 10:09","Alto (> 8 mts)",153,"Grande",-68.8369,-32.87123,4,"Cuarta Oeste",1173333,0
19351,"Morera","19/07/2011 10:21","Alto (> 8 mts)",140,"Grande",-68.83688,-32.87114,4,"Cuarta Oeste",1173333,0
19352,"Morera","19/07/2011 10:22","Alto (> 8 mts)",80,"Grande",-68.83687,-32.87109,4,"Cuarta Oeste",1173333,0
19356,"Paraiso sombrilla","19/07/2011 10:28","Medio (4 - 8 mts)",60,"Mediano",-68.8368,-32.87085,4,"Cuarta Oeste",1173333,0
19360,"Morera","19/07/2011 10:46","Alto (> 8 mts)",178,"Grande",-68.83675,-32.87065,4,"Cuarta Oeste",1173333,0
19361,"Morera","19/07/2011 10:47","Alto (> 8 mts)",165,"Grande",-68.83674,-32.8706,4,"Cuarta Oeste",1173333,0
19362,"Morera","19/07/2011 09:46","Alto (> 8 mts)",146,"Grande",-68.83688,-32.8714,4,"Cuarta Oeste",1173333,0
19363,"Morera","19/07/2011 09:28","Alto (> 8 mts)",148,"Grande",-68.83682,-32.87141,4,"Cuarta Oeste",1173333,0
19364,"Morera","19/07/2011 09:17","Alto (> 8 mts)",153,"Grande",-68.83671,-32.87142,4,"Cuarta Oeste",1173333,0
19366,"Morera","19/07/2011 09:14","Alto (> 8 mts)",156,"Grande",-68.83656,-32.87142,4,"Cuarta Oeste",1173333,0
19367,"Morera","19/07/2011 09:08","Medio (4 - 8 mts)",57,"Mediano",-68.83646,-32.87143,4,"Cuarta Oeste",1173333,0
19371,"Fresno americano","18/07/2011 14:09","Bajo (2 - 4 mts)",15,"Chico",-68.83604,-32.87147,4,"Cuarta Oeste",1173333,0
19372,"Caducifolio","18/07/2011 14:06","Muy bajo (1 - 2 mts)",12,"Chico",-68.83588,-32.87148,4,"Cuarta Oeste",1173333,0
19374,"Pltano","04/07/2011 11:15","Alto (> 8 mts)",240,"Grande",-68.83502,-32.87352,4,"Cuarta Este Área Fundacional",1822016,0
19375,"Pltano","04/07/2011 11:13","Alto (> 8 mts)",230,"Grande",-68.835,-32.87344,4,"Cuarta Este Área Fundacional",1822016,0
19376,"Pltano","04/07/2011 11:11","Alto (> 8 mts)",225,"Grande",-68.83497,-32.87337,4,"Cuarta Este Área Fundacional",1822016,0
19379,"Pltano","04/07/2011 11:03","Alto (> 8 mts)",210,"Grande",-68.83486,-32.87291,4,"Cuarta Este Área Fundacional",1822016,1
19380,"Pltano","04/07/2011 11:02","Alto (> 8 mts)",230,"Grande",-68.83483,-32.87279,4,"Cuarta Oeste",1173333,0
19382,"Pltano","04/07/2011 10:58","Alto (> 8 mts)",200,"Grande",-68.83479,-32.87266,4,"Cuarta Oeste",1173333,0
19387,"Catalpa","04/07/2011 10:47","Alto (> 8 mts)",160,"Grande",-68.8347,-32.87232,4,"Cuarta Oeste",1173333,1
19388,"Catalpa","04/07/2011 10:45","Alto (> 8 mts)",200,"Grande",-68.83469,-32.87227,4,"Cuarta Oeste",1173333,1
19390,"Pltano","04/07/2011 10:38","Alto (> 8 mts)",260,"Grande",-68.83463,-32.87203,4,"Cuarta Oeste",1173333,0
19391,"Pltano","04/07/2011 10:36","Alto (> 8 mts)",240,"Grande",-68.8346,-32.87192,4,"Cuarta Oeste",1173333,1
19392,"Fresno europeo","04/07/2011 10:34","Alto (> 8 mts)",150,"Grande",-68.83458,-32.87186,4,"Cuarta Oeste",1173333,0
19393,"Fresno europeo","05/07/2011 10:08","Alto (> 8 mts)",125,"Grande",-68.83515,-32.87361,4,"Cuarta Este Área Fundacional",1822016,0
19394,"Morera","05/07/2011 10:05","Alto (> 8 mts)",100,"Grande",-68.8352,-32.8736,4,"Cuarta Este Área Fundacional",1822016,0
19398,"Perenne","05/07/2011 09:49","Bajo (2 - 4 mts)",100,"Grande",-68.8354,-32.87356,4,"Cuarta Oeste",1173333,0
19400,"Morera","05/07/2011 09:45","Alto (> 8 mts)",140,"Grande",-68.83559,-32.87353,4,"Cuarta Oeste",1173333,1
19402,"Morera","05/07/2011 09:37","Alto (> 8 mts)",128,"Grande",-68.83572,-32.87351,4,"Cuarta Oeste",1173333,0
19404,"Morera","05/07/2011 09:25","Alto (> 8 mts)",130,"Grande",-68.836,-32.87345,4,"Cuarta Oeste",1173333,0
19405,"Morera","05/07/2011 09:24","Alto (> 8 mts)",137,"Grande",-68.83608,-32.87343,4,"Cuarta Oeste",1173333,0
19408,"Acer","04/07/2011 12:06","Medio (4 - 8 mts)",50,"Mediano",-68.83612,-32.8732,4,"Cuarta Oeste",1173333,0
19413,"Paraiso","04/07/2011 11:56","Bajo (2 - 4 mts)",40,"Mediano",-68.83599,-32.87271,4,"Cuarta Oeste",1173333,0
19416,"Paraiso","04/07/2011 11:49","Medio (4 - 8 mts)",100,"Grande",-68.83594,-32.87248,4,"Cuarta Oeste",1173333,0
19418,"Paraiso","04/07/2011 11:43","Alto (> 8 mts)",140,"Grande",-68.83586,-32.87217,4,"Cuarta Oeste",1173333,0
19419,"Paraiso","04/07/2011 11:41","Medio (4 - 8 mts)",60,"Mediano",-68.83585,-32.87212,4,"Cuarta Oeste",1173333,0
19422,"Paraiso","04/07/2011 11:33","Alto (> 8 mts)",160,"Grande",-68.83577,-32.8718,4,"Cuarta Oeste",1173333,0
19423,"Fresno europeo","01/07/2011 12:59","Medio (4 - 8 mts)",72,"Grande",-68.83575,-32.8717,4,"Cuarta Oeste",1173333,0
19424,"Morera","01/07/2011 12:53","Medio (4 - 8 mts)",70,"Grande",-68.83566,-32.87162,4,"Cuarta Oeste",1173333,0
19425,"Morera","01/07/2011 12:51","Medio (4 - 8 mts)",60,"Mediano",-68.83561,-32.87162,4,"Cuarta Oeste",1173333,1
19427,"Morera","01/07/2011 12:47","Alto (> 8 mts)",104,"Grande",-68.8355,-32.87163,4,"Cuarta Oeste",1173333,0
19431,"Acer","01/07/2011 12:34","Alto (> 8 mts)",110,"Grande",-68.83522,-32.87165,4,"Cuarta Oeste",1173333,0
19434,"Fresno europeo","01/07/2011 12:20","Alto (> 8 mts)",130,"Grande",-68.83481,-32.87169,4,"Cuarta Oeste",1173333,0
19435,"Fresno europeo","01/07/2011 12:19","Alto (> 8 mts)",155,"Grande",-68.83474,-32.87169,4,"Cuarta Oeste",1173333,0
19436,"Fresno europeo","01/07/2011 12:17","Alto (> 8 mts)",180,"Grande",-68.8346,-32.87171,4,"Cuarta Oeste",1173333,0
19437,"Perenne","09/08/2011 09:32","Alto (> 8 mts)",100,"Grande",-68.8397,-32.87197,4,"Cuarta Oeste",1173333,0
19438,"Caducifolio","09/08/2011 09:28","Medio (4 - 8 mts)",34,"Mediano",-68.8397,-32.87189,4,"Cuarta Oeste",1173333,0
19441,"Palo borracho","09/08/2011 09:24","Bajo (2 - 4 mts)",90,"Grande",-68.8397,-32.8718,4,"Cuarta Oeste",1173333,0
19444,"Tipa","08/08/2011 10:51","Alto (> 8 mts)",130,"Grande",-68.83968,-32.8715,4,"Cuarta Oeste",1173333,0
19446,"Jacarand","08/08/2011 10:46","Medio (4 - 8 mts)",45,"Mediano",-68.83967,-32.87133,4,"Cuarta Oeste",1173333,0
19449,"Tipa","08/08/2011 10:42","Alto (> 8 mts)",125,"Grande",-68.83966,-32.87102,4,"Cuarta Oeste",1173333,0
19450,"Perenne","08/08/2011 10:39","Alto (> 8 mts)",80,"Grande",-68.83966,-32.87093,4,"Cuarta Oeste",1173333,0
19458,"Morera","12/07/2011 12:04","Alto (> 8 mts)",150,"Grande",-68.83847,-32.87067,4,"Cuarta Oeste",1173333,1
19459,"Morera","12/07/2011 12:01","Alto (> 8 mts)",150,"Grande",-68.83854,-32.87067,4,"Cuarta Oeste",1173333,1
19460,"Morera","12/07/2011 11:57","Alto (> 8 mts)",75,"Grande",-68.83861,-32.87068,4,"Cuarta Oeste",1173333,1
