"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"8938",17233,"Fresno americano","12/08/2011 09:30","Alto (> 8 mts)",180,"Grande",-68.8357137021,-32.8646731917,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8939",17234,"Fresno americano","12/08/2011 09:29","Medio (4 - 8 mts)",40,"Mediano",-68.835759319,-32.8646647792,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8940",17240,"Paraiso","12/08/2011 09:21","Medio (4 - 8 mts)",120,"Grande",-68.8362662351,-32.8645763562,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8941",17242,"Paraiso","12/08/2011 09:18","Medio (4 - 8 mts)",160,"Grande",-68.8364463199,-32.8645461145,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8942",17245,"Morera","12/08/2011 09:13","Alto (> 8 mts)",136,"Grande",-68.8365300928,-32.864308447,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8943",17247,"Morera","12/08/2011 09:09","Alto (> 8 mts)",220,"Grande",-68.8364929716,-32.8641594384,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8944",17250,"Morera","12/08/2011 09:04","Alto (> 8 mts)",220,"Grande",-68.8364590022,-32.8640395588,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8945",17254,"Morera","12/08/2011 08:59","Alto (> 8 mts)",160,"Grande",-68.8364113184,-32.8638244421,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8946",17255,"Morera","12/08/2011 08:57","Alto (> 8 mts)",207,"Grande",-68.8364019993,-32.863779255,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8947",17258,"Prunas","05/08/2011 11:14","Bajo (2 - 4 mts)",51,"Mediano",-68.8355210972,-32.8648184758,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8948",17260,"Fresno europeo","05/08/2011 11:12","Alto (> 8 mts)",140,"Grande",-68.8356323557,-32.8647993257,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8949",17261,"Fresno europeo","05/08/2011 11:12","Alto (> 8 mts)",80,"Grande",-68.8357022534,-32.8647870643,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8950",17264,"Fresno europeo","05/08/2011 10:50","Medio (4 - 8 mts)",145,"Grande",-68.8360792906,-32.8647275412,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8951",17266,"Paraiso sombrilla","05/08/2011 10:42","Medio (4 - 8 mts)",60,"Mediano",-68.8361670225,-32.8647133976,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8952",17267,"Prunas","05/08/2011 10:40","Medio (4 - 8 mts)",40,"Mediano",-68.8362104544,-32.8647062039,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8953",17269,"Fresno europeo","05/08/2011 10:29","Medio (4 - 8 mts)",90,"Grande",-68.8364088027,-32.8646709502,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8954",17271,"Fresno americano","05/08/2011 10:19","Medio (4 - 8 mts)",34,"Mediano",-68.8366308549,-32.8647109149,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8955",17272,"Morera","05/08/2011 10:14","Alto (> 8 mts)",142,"Grande",-68.8366430296,-32.8647720658,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8956",17273,"Perenne","05/08/2011 10:03","Muy bajo (1 - 2 mts)",5,"Chico",-68.8366677505,-32.8648666859,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8957",17275,"Morera","05/08/2011 09:50","Alto (> 8 mts)",150,"Grande",-68.8366965838,-32.8649939409,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8958",17276,"Paraiso","05/08/2011 09:36","Medio (4 - 8 mts)",52,"Mediano",-68.8367126008,-32.8650544773,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8959",17277,"Morera","04/08/2011 14:12","Medio (4 - 8 mts)",52,"Mediano",-68.8367245513,-32.8651214888,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8960",17280,"Morera","04/08/2011 13:35","Alto (> 8 mts)",130,"Grande",-68.8367844069,-32.8653419412,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8961",17283,"Morera","04/08/2011 13:25","Medio (4 - 8 mts)",44,"Mediano",-68.8368479133,-32.8656191942,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8962",17284,"Morera","04/08/2011 13:22","Alto (> 8 mts)",85,"Grande",-68.836868027,-32.8657018527,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8963",17285,"Morera","04/08/2011 13:19","Medio (4 - 8 mts)",27,"Mediano",-68.8368876617,-32.8657847179,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8964",17286,"Morera","04/08/2011 13:21","Medio (4 - 8 mts)",50,"Mediano",-68.8368998546,-32.8658361304,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8965",17290,"Paraiso","04/08/2011 10:56","Medio (4 - 8 mts)",145,"Grande",-68.8368948776,-32.8660463892,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8966",17292,"Morera","04/08/2011 10:28","Medio (4 - 8 mts)",35,"Mediano",-68.8365707435,-32.8660074386,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8967",17294,"Paraiso","04/08/2011 10:26","Alto (> 8 mts)",195,"Grande",-68.8363318249,-32.8659785777,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8968",17295,"Paraiso","04/08/2011 10:25","Medio (4 - 8 mts)",28,"Mediano",-68.8361820704,-32.8659563803,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8969",17297,"Fresno americano","04/08/2011 10:20","Alto (> 8 mts)",155,"Grande",-68.8359380811,-32.8659334281,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8970",17299,"Morera","04/08/2011 10:15","Alto (> 8 mts)",168,"Grande",-68.8357243122,-32.8658614628,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8971",17301,"Morera","04/08/2011 10:12","Alto (> 8 mts)",165,"Grande",-68.835697954,-32.8657280675,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8972",17303,"Morera","04/08/2011 10:09","Alto (> 8 mts)",180,"Grande",-68.8356590996,-32.8655755029,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8973",17304,"Caducifolio","04/08/2011 10:05","Muy bajo (1 - 2 mts)",5,"Chico",-68.8356446013,-32.8655168205,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8974",17305,"Fresno europeo","04/08/2011 10:04","Medio (4 - 8 mts)",15,"Chico",-68.835635802,-32.8654540943,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8975",17306,"Morera","04/08/2011 10:03","Alto (> 8 mts)",150,"Grande",-68.8356082515,-32.8653555497,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8976",17307,"Morera","04/08/2011 10:02","Alto (> 8 mts)",126,"Grande",-68.8355927659,-32.8652940337,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8977",17309,"Morera","04/08/2011 09:46","Alto (> 8 mts)",132,"Grande",-68.8355738284,-32.865192478,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8978",17310,"Morera","04/08/2011 09:43","Alto (> 8 mts)",130,"Grande",-68.8355495433,-32.8650938908,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8979",17313,"Morera","04/08/2011 09:29","Alto (> 8 mts)",181,"Grande",-68.835515395,-32.8649463954,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8980",17314,"Morera","04/08/2011 09:25","Medio (4 - 8 mts)",45,"Mediano",-68.8355012727,-32.8648988575,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8981",17316,"Morera","10/08/2011 07:39","Alto (> 8 mts)",123,"Grande",-68.8342723801,-32.8653588195,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8982",17318,"Fresno europeo","10/08/2011 07:37","Alto (> 8 mts)",116,"Grande",-68.8342500304,-32.8652487029,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8983",17320,"Morera","08/08/2011 12:15","Alto (> 8 mts)",185,"Grande",-68.8342218149,-32.8651460878,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8984",17322,"Morera","08/08/2011 12:11","Alto (> 8 mts)",112,"Grande",-68.8341909996,-32.8649983214,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8985",17324,"Morera","08/08/2011 12:04","Alto (> 8 mts)",175,"Grande",-68.8341671554,-32.8648789631,4,"Cuarta Oeste",1173332.70145,1,"Medio"
"8986",17326,"Morera","08/08/2011 10:22","Medio (4 - 8 mts)",91,"Grande",-68.8343128331,-32.8655053336,4,"Cuarta Oeste",1173332.70145,1,"Bajo"
"8987",17328,"Morera","08/08/2011 10:11","Alto (> 8 mts)",165,"Grande",-68.8343343587,-32.8656146394,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8988",17330,"Morera","08/08/2011 10:08","Alto (> 8 mts)",170,"Grande",-68.834359936,-32.8656990683,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8989",17331,"Morera","08/08/2011 10:06","Alto (> 8 mts)",180,"Grande",-68.8344922491,-32.8657612025,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8990",17332,"Morera","08/08/2011 10:01","Alto (> 8 mts)",140,"Grande",-68.8345891556,-32.8657719617,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8991",17333,"Morera","08/08/2011 09:59","Alto (> 8 mts)",145,"Grande",-68.8346473256,-32.8657783071,4,"Cuarta Oeste",1173332.70145,1,"Medio"
"8992",17335,"Morera","08/08/2011 09:55","Alto (> 8 mts)",180,"Grande",-68.8347494904,-32.8657922813,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8993",17338,"Morera","08/08/2011 09:51","Alto (> 8 mts)",175,"Grande",-68.8350694105,-32.8658338208,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8994",17339,"Morera","08/08/2011 09:49","Alto (> 8 mts)",145,"Grande",-68.8351605368,-32.8658400724,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8995",17340,"Morera","08/08/2011 09:48","Alto (> 8 mts)",165,"Grande",-68.835244713,-32.8658491101,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8996",17341,"Morera","08/08/2011 09:43","Alto (> 8 mts)",150,"Grande",-68.8353392477,-32.8658610468,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8997",17342,"Morera","08/08/2011 09:41","Alto (> 8 mts)",145,"Grande",-68.8354363469,-32.8658728966,4,"Cuarta Oeste",1173332.70145,0,"Medio"
"8998",17344,"Acacia SP","05/08/2011 07:46","Alto (> 8 mts)",75,"Grande",-68.835584731,-32.8658379174,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"8999",17345,"Morera","05/08/2011 07:45","Muy bajo (1 - 2 mts)",10,"Chico",-68.8355750815,-32.8657982302,4,"Cuarta Oeste",1173332.70145,0,"Bajo"
"9000",17346,"Morera","05/08/2011 07:43","Alto (> 8 mts)",180,"Grande",-68.83556,-32.86576,4,"Cuarta Oeste",1173333,1,"Medio"
"9001",17348,"Morera","05/08/2011 07:41","Alto (> 8 mts)",84,"Grande",-68.83554,-32.86567,4,"Cuarta Oeste",1173333,1,"Bajo"
"9002",17351,"Morera","05/08/2011 07:35","Alto (> 8 mts)",180,"Grande",-68.83549,-32.86543,4,"Cuarta Oeste",1173333,0,"Medio"
"9003",17352,"Morera","05/08/2011 07:34","Alto (> 8 mts)",180,"Grande",-68.83548,-32.86539,4,"Cuarta Oeste",1173333,0,"Medio"
"9004",17357,"Morera","04/08/2011 08:04","Alto (> 8 mts)",138,"Grande",-68.8354,-32.86502,4,"Cuarta Oeste",1173333,1,"Medio"
"9005",17358,"Morera","04/08/2011 08:03","Alto (> 8 mts)",122,"Grande",-68.83538,-32.86495,4,"Cuarta Oeste",1173333,1,"Bajo"
"9006",17359,"Morera","04/08/2011 08:02","Alto (> 8 mts)",185,"Grande",-68.83537,-32.86491,4,"Cuarta Oeste",1173333,0,"Medio"
"9007",17361,"Morera","04/08/2011 07:58","Alto (> 8 mts)",127,"Grande",-68.83526,-32.86484,4,"Cuarta Oeste",1173333,0,"Medio"
"9008",17362,"Fresno europeo","04/08/2011 07:55","Medio (4 - 8 mts)",53,"Mediano",-68.83521,-32.86484,4,"Cuarta Oeste",1173333,0,"Bajo"
"9009",17363,"Morera","04/08/2011 07:51","Alto (> 8 mts)",111,"Grande",-68.83514,-32.86484,4,"Cuarta Oeste",1173333,0,"Bajo"
"9010",17364,"Morera","04/08/2011 07:49","Alto (> 8 mts)",190,"Grande",-68.83507,-32.86483,4,"Cuarta Oeste",1173333,1,"Medio"
"9011",17369,"Morera","03/08/2011 09:53","Alto (> 8 mts)",200,"Grande",-68.8347,-32.86481,4,"Cuarta Oeste",1173333,0,"Medio"
"9012",17372,"Fresno europeo","03/08/2011 09:42","Alto (> 8 mts)",145,"Grande",-68.83433,-32.8648,4,"Cuarta Oeste",1173333,0,"Medio"
"9013",17377,"Morera","09/08/2011 11:37","Medio (4 - 8 mts)",36,"Mediano",-68.84067,-32.86596,4,"Cuarta Oeste",1173333,0,"Bajo"
"9014",17379,"Paraiso","22/07/2011 13:36","Alto (> 8 mts)",107,"Grande",-68.84051,-32.86598,4,"Cuarta Oeste",1173333,0,"Bajo"
"9015",17381,"Paraiso","22/07/2011 13:33","Alto (> 8 mts)",80,"Grande",-68.84038,-32.86599,4,"Cuarta Oeste",1173333,0,"Bajo"
"9016",17382,"Paraiso","22/07/2011 13:32","Alto (> 8 mts)",116,"Grande",-68.84033,-32.86598,4,"Cuarta Oeste",1173333,0,"Bajo"
"9017",17383,"Paraiso","22/07/2011 13:30","Alto (> 8 mts)",160,"Grande",-68.84027,-32.86597,4,"Cuarta Oeste",1173333,0,"Medio"
"9018",17384,"Paraiso","22/07/2011 13:28","Alto (> 8 mts)",150,"Grande",-68.84021,-32.86596,4,"Cuarta Oeste",1173333,0,"Medio"
"9019",17385,"Paraiso","22/07/2011 13:22","Alto (> 8 mts)",164,"Grande",-68.84016,-32.86595,4,"Cuarta Oeste",1173333,0,"Medio"
"9020",17388,"Morera","22/07/2011 10:08","Alto (> 8 mts)",165,"Grande",-68.83983,-32.86627,4,"Cuarta Oeste",1173333,0,"Medio"
"9021",17389,"Morera","22/07/2011 10:10","Alto (> 8 mts)",156,"Grande",-68.83984,-32.86622,4,"Cuarta Oeste",1173333,0,"Medio"
"9022",17390,"Morera","22/07/2011 10:11","Alto (> 8 mts)",179,"Grande",-68.83986,-32.86617,4,"Cuarta Oeste",1173333,0,"Medio"
"9023",17392,"Morera","22/07/2011 10:13","Alto (> 8 mts)",160,"Grande",-68.8399,-32.86604,4,"Cuarta Oeste",1173333,0,"Medio"
"9024",17393,"Morera","22/07/2011 10:15","Alto (> 8 mts)",155,"Grande",-68.83991,-32.86599,4,"Cuarta Oeste",1173333,0,"Medio"
"9025",17394,"Fresno europeo","22/07/2011 10:07","Medio (4 - 8 mts)",40,"Mediano",-68.83989,-32.86635,4,"Cuarta Oeste",1173333,0,"Bajo"
"9026",17395,"Prunas","22/07/2011 10:03","Muy bajo (1 - 2 mts)",25,"Mediano",-68.83997,-32.86633,4,"Cuarta Oeste",1173333,0,"Bajo"
"9027",17396,"Caducifolio","22/07/2011 10:01","Muy bajo (1 - 2 mts)",2,"Chico",-68.84006,-32.86632,4,"Cuarta Oeste",1173333,0,"Bajo"
"9028",17397,"Prunas","22/07/2011 10:00","Muy bajo (1 - 2 mts)",10,"Chico",-68.84015,-32.8663,4,"Cuarta Oeste",1173333,0,"Bajo"
"9029",17398,"Prunas","22/07/2011 09:58","Bajo (2 - 4 mts)",40,"Mediano",-68.84024,-32.86628,4,"Cuarta Oeste",1173333,0,"Bajo"
"9030",17400,"Prunas","22/07/2011 09:55","Bajo (2 - 4 mts)",30,"Mediano",-68.84038,-32.86626,4,"Cuarta Oeste",1173333,0,"Bajo"
"9031",17401,"Olmo bola","22/07/2011 09:49","Alto (> 8 mts)",110,"Grande",-68.84055,-32.86623,4,"Cuarta Oeste",1173333,0,"Bajo"
"9032",17402,"Morera","22/07/2011 09:48","Alto (> 8 mts)",87,"Grande",-68.84064,-32.86621,4,"Cuarta Oeste",1173333,0,"Bajo"
"9033",17404,"Olmo bola","22/07/2011 09:45","Medio (4 - 8 mts)",56,"Mediano",-68.84078,-32.86618,4,"Cuarta Oeste",1173333,0,"Bajo"
"9034",17405,"Paraiso","22/07/2011 09:43","Medio (4 - 8 mts)",85,"Grande",-68.84087,-32.86616,4,"Cuarta Oeste",1173333,0,"Bajo"
"9035",17406,"Morera","22/07/2011 09:41","Alto (> 8 mts)",125,"Grande",-68.8409,-32.86608,4,"Cuarta Oeste",1173333,0,"Bajo"
"9036",17407,"Morera","22/07/2011 09:39","Alto (> 8 mts)",120,"Grande",-68.84089,-32.86605,4,"Cuarta Oeste",1173333,0,"Bajo"
"9037",17408,"Morera","22/07/2011 09:36","Bajo (2 - 4 mts)",17,"Chico",-68.84088,-32.86598,4,"Cuarta Oeste",1173333,0,"Bajo"
"9038",17409,"Morera","03/08/2011 12:53","Alto (> 8 mts)",135,"Grande",-68.83587,-32.86706,4,"Cuarta Oeste",1173333,0,"Medio"
"9039",17410,"Morera","03/08/2011 12:55","Alto (> 8 mts)",130,"Grande",-68.83588,-32.86711,4,"Cuarta Oeste",1173333,0,"Medio"
"9040",17414,"Morera","03/08/2011 13:01","Alto (> 8 mts)",200,"Grande",-68.83595,-32.86736,4,"Cuarta Oeste",1173333,1,"Medio"
"9041",17416,"Paraiso","03/08/2011 13:04","Alto (> 8 mts)",133,"Grande",-68.83597,-32.86748,4,"Cuarta Oeste",1173333,0,"Medio"
"9042",17417,"Morera","04/08/2011 12:27","Alto (> 8 mts)",180,"Grande",-68.83601,-32.86759,4,"Cuarta Oeste",1173333,1,"Medio"
"9043",17420,"Paraiso","03/08/2011 07:53","Alto (> 8 mts)",150,"Grande",-68.83577,-32.86784,4,"Cuarta Oeste",1173333,0,"Medio"
"9044",17424,"Pltano","03/08/2011 07:42","Alto (> 8 mts)",130,"Grande",-68.83528,-32.86793,4,"Cuarta Oeste",1173333,0,"Medio"
"9045",17425,"Pltano","03/08/2011 07:40","Alto (> 8 mts)",158,"Grande",-68.8352,-32.86794,4,"Cuarta Oeste",1173333,0,"Medio"
"9046",17429,"Paraiso","09/08/2011 09:51","Alto (> 8 mts)",230,"Grande",-68.83493,-32.86794,4,"Cuarta Oeste",1173333,0,"Medio"
"9047",17430,"Morera","29/07/2011 10:26","Alto (> 8 mts)",185,"Grande",-68.83492,-32.86787,4,"Cuarta Oeste",1173333,0,"Medio"
"9048",17431,"Morera","29/07/2011 10:24","Alto (> 8 mts)",110,"Grande",-68.83489,-32.8678,4,"Cuarta Oeste",1173333,0,"Bajo"
"9049",17433,"Morera","29/07/2011 10:18","Medio (4 - 8 mts)",78,"Grande",-68.83487,-32.86769,4,"Cuarta Oeste",1173333,0,"Bajo"
"9050",17434,"Morera","29/07/2011 10:16","Alto (> 8 mts)",170,"Grande",-68.83485,-32.86764,4,"Cuarta Oeste",1173333,1,"Medio"
"9051",17435,"Morera","29/07/2011 10:14","Alto (> 8 mts)",180,"Grande",-68.83484,-32.8676,4,"Cuarta Oeste",1173333,0,"Medio"
"9052",17436,"Morera","29/07/2011 10:12","Alto (> 8 mts)",95,"Grande",-68.83482,-32.8675,4,"Cuarta Oeste",1173333,0,"Bajo"
"9053",17439,"Morera","29/07/2011 10:03","Bajo (2 - 4 mts)",18,"Chico",-68.83477,-32.86734,4,"Cuarta Oeste",1173333,0,"Bajo"
"9054",17441,"Morera","29/07/2011 09:58","Alto (> 8 mts)",100,"Grande",-68.83474,-32.86722,4,"Cuarta Oeste",1173333,0,"Bajo"
"9055",17443,"Morera","29/07/2011 09:54","Alto (> 8 mts)",152,"Grande",-68.83472,-32.86714,4,"Cuarta Oeste",1173333,1,"Medio"
"9056",17444,"Morera","29/07/2011 09:52","Alto (> 8 mts)",112,"Grande",-68.8347,-32.86705,4,"Cuarta Oeste",1173333,0,"Bajo"
"9057",17445,"Morera","29/07/2011 09:50","Alto (> 8 mts)",128,"Grande",-68.83468,-32.86699,4,"Cuarta Oeste",1173333,0,"Medio"
"9058",17447,"Morera","29/07/2011 09:44","Alto (> 8 mts)",103,"Grande",-68.83475,-32.86695,4,"Cuarta Oeste",1173333,0,"Bajo"
"9059",17448,"Morera","29/07/2011 09:42","Alto (> 8 mts)",100,"Grande",-68.83479,-32.86695,4,"Cuarta Oeste",1173333,1,"Bajo"
"9060",17450,"Fresno europeo","29/07/2011 09:36","Medio (4 - 8 mts)",43,"Mediano",-68.83493,-32.86696,4,"Cuarta Oeste",1173333,0,"Bajo"
"9061",17451,"Morera","29/07/2011 09:32","Alto (> 8 mts)",101,"Grande",-68.83507,-32.86696,4,"Cuarta Oeste",1173333,0,"Bajo"
"9062",17452,"Morera","29/07/2011 09:29","Alto (> 8 mts)",150,"Grande",-68.8352,-32.86697,4,"Cuarta Oeste",1173333,0,"Medio"
"9063",17456,"Morera","29/07/2011 09:18","Alto (> 8 mts)",180,"Grande",-68.83553,-32.86698,4,"Cuarta Oeste",1173333,0,"Medio"
"9064",17457,"Morera","29/07/2011 09:17","Alto (> 8 mts)",175,"Grande",-68.83563,-32.86698,4,"Cuarta Oeste",1173333,0,"Medio"
"9065",17458,"Morera","29/07/2011 09:15","Alto (> 8 mts)",142,"Grande",-68.83571,-32.86699,4,"Cuarta Oeste",1173333,1,"Medio"
"9066",17460,"Fresno europeo","16/01/2012 10:29","Bajo (2 - 4 mts)",18,"Chico",-68.83612,-32.868,4,"Cuarta Oeste",1173333,0,"Bajo"
"9067",17464,"Paraiso","16/01/2012 10:17","Medio (4 - 8 mts)",65,"Grande",-68.83622,-32.86841,4,"Cuarta Oeste",1173333,1,"Bajo"
"9068",17465,"Pltano","16/01/2012 10:15","Alto (> 8 mts)",180,"Grande",-68.83624,-32.8685,4,"Cuarta Oeste",1173333,1,"Medio"
"9069",17466,"Fresno europeo","16/01/2012 10:08","Alto (> 8 mts)",112,"Grande",-68.83626,-32.86858,4,"Cuarta Oeste",1173333,1,"Bajo"
"9070",17468,"Paraiso","16/01/2012 10:05","Bajo (2 - 4 mts)",45,"Mediano",-68.8363,-32.86871,4,"Cuarta Oeste",1173333,0,"Bajo"
"9071",17469,"Pltano","16/01/2012 10:03","Alto (> 8 mts)",145,"Grande",-68.83631,-32.86874,4,"Cuarta Oeste",1173333,1,"Medio"
"9072",17472,"Morera","16/01/2012 09:56","Alto (> 8 mts)",175,"Grande",-68.83594,-32.86885,4,"Cuarta Oeste",1173333,1,"Medio"
"9073",17473,"Pltano","16/01/2012 09:52","Alto (> 8 mts)",220,"Grande",-68.83578,-32.86887,4,"Cuarta Oeste",1173333,0,"Medio"
"9074",17480,"Morera","16/01/2012 09:38","Alto (> 8 mts)",105,"Grande",-68.83518,-32.86891,4,"Cuarta Oeste",1173333,0,"Bajo"
"9075",17481,"Morera","16/01/2012 09:35","Medio (4 - 8 mts)",35,"Mediano",-68.83514,-32.86876,4,"Cuarta Oeste",1173333,0,"Bajo"
"9076",17486,"Pltano","16/01/2012 09:10","Alto (> 8 mts)",150,"Grande",-68.83515,-32.86805,4,"Cuarta Oeste",1173333,1,"Medio"
"9077",17487,"Pltano","16/01/2012 09:09","Alto (> 8 mts)",148,"Grande",-68.8352,-32.86805,4,"Cuarta Oeste",1173333,1,"Medio"
"9078",17488,"Fresno europeo","16/01/2012 09:07","Muy bajo (1 - 2 mts)",4,"Chico",-68.83528,-32.86803,4,"Cuarta Oeste",1173333,0,"Bajo"
"9079",17489,"Pltano","16/01/2012 09:06","Alto (> 8 mts)",130,"Grande",-68.83535,-32.86802,4,"Cuarta Oeste",1173333,1,"Medio"
"9080",17490,"Morera","16/01/2012 09:03","Alto (> 8 mts)",130,"Grande",-68.83546,-32.868,4,"Cuarta Oeste",1173333,1,"Medio"
"9081",17491,"Pltano","16/01/2012 09:02","Alto (> 8 mts)",180,"Grande",-68.83554,-32.86798,4,"Cuarta Oeste",1173333,0,"Medio"
"9082",17492,"Pltano","16/01/2012 09:00","Alto (> 8 mts)",140,"Grande",-68.83562,-32.86797,4,"Cuarta Oeste",1173333,0,"Medio"
"9083",17495,"Morera","16/01/2012 08:55","Alto (> 8 mts)",130,"Grande",-68.8359,-32.86791,4,"Cuarta Oeste",1173333,0,"Medio"
"9084",17497,"Morera","16/01/2012 08:52","Alto (> 8 mts)",165,"Grande",-68.83604,-32.86789,4,"Cuarta Oeste",1173333,0,"Medio"
"9085",17498,"Morera","28/07/2011 14:57","Alto (> 8 mts)",220,"Grande",-68.8387,-32.86638,4,"Cuarta Oeste",1173333,0,"Medio"
"9086",17500,"Morera","28/07/2011 14:55","Alto (> 8 mts)",125,"Grande",-68.83883,-32.8664,4,"Cuarta Oeste",1173333,0,"Bajo"
"9087",17502,"Morera","28/07/2011 14:51","Alto (> 8 mts)",175,"Grande",-68.83896,-32.86642,4,"Cuarta Oeste",1173333,1,"Medio"
"9088",17505,"Morera","28/07/2011 14:47","Medio (4 - 8 mts)",40,"Mediano",-68.83915,-32.86644,4,"Cuarta Oeste",1173333,0,"Bajo"
"9089",17506,"Fresno europeo","28/07/2011 14:46","Alto (> 8 mts)",155,"Grande",-68.83921,-32.86645,4,"Cuarta Oeste",1173333,0,"Medio"
"9090",17507,"Fresno europeo","28/07/2011 14:45","Medio (4 - 8 mts)",110,"Grande",-68.83928,-32.86645,4,"Cuarta Oeste",1173333,0,"Bajo"
"9091",17510,"Morera","28/07/2011 10:49","Alto (> 8 mts)",190,"Grande",-68.83948,-32.86648,4,"Cuarta Oeste",1173333,1,"Medio"
"9092",17511,"Fresno europeo","28/07/2011 10:48","Muy bajo (1 - 2 mts)",5,"Chico",-68.83955,-32.86649,4,"Cuarta Oeste",1173333,0,"Bajo"
"9093",17512,"Ligustro","28/07/2011 10:47","Bajo (2 - 4 mts)",30,"Mediano",-68.83962,-32.86653,4,"Cuarta Oeste",1173333,0,"Bajo"
"9094",17515,"Morera","28/07/2011 10:40","Alto (> 8 mts)",145,"Grande",-68.83959,-32.86669,4,"Cuarta Oeste",1173333,1,"Medio"
"9095",17517,"Prunas","28/07/2011 10:13","Medio (4 - 8 mts)",35,"Mediano",-68.83956,-32.86687,4,"Cuarta Oeste",1173333,0,"Bajo"
"9096",17520,"Paraiso","28/07/2011 09:57","Alto (> 8 mts)",148,"Grande",-68.8395,-32.86709,4,"Cuarta Oeste",1173333,0,"Medio"
"9097",17522,"Morera","28/07/2011 09:54","Alto (> 8 mts)",155,"Grande",-68.8394,-32.86717,4,"Cuarta Oeste",1173333,0,"Medio"
"9098",17527,"Morera","28/07/2011 09:28","Alto (> 8 mts)",160,"Grande",-68.83889,-32.86725,4,"Cuarta Oeste",1173333,1,"Medio"
"9099",17528,"Pltano","28/07/2011 09:26","Alto (> 8 mts)",160,"Grande",-68.8388,-32.86721,4,"Cuarta Oeste",1173333,0,"Medio"
"9100",17529,"Fresno europeo","28/07/2011 09:24","Medio (4 - 8 mts)",52,"Mediano",-68.83879,-32.86714,4,"Cuarta Oeste",1173333,0,"Bajo"
"9101",17530,"Fresno europeo","28/07/2011 09:22","Medio (4 - 8 mts)",50,"Mediano",-68.83877,-32.8671,4,"Cuarta Oeste",1173333,0,"Bajo"
"9102",17531,"Ailanthus","28/07/2011 09:21","Alto (> 8 mts)",140,"Grande",-68.83876,-32.86706,4,"Cuarta Oeste",1173333,0,"Medio"
